ponto_id,lat_pred,lon_pred
2168,-8.0,-34.0
2175,-8.0,-34.0
2177,-8.0,-34.0
2183,-8.0,-34.0
2189,-8.0,-34.0
2191,-8.0,-34.0
2199,-8.0,-34.0
2210,-8.0,-34.0
2213,-8.0,-34.0
2214,-8.0,-34.0
2215,-8.0,-34.0
2221,-8.0,-34.0
2223,-8.0,-34.0
2225,-8.0,-34.0
2227,-8.0,-34.0
2228,-8.0,-34.0
2231,-8.0,-34.0
2232,-8.0,-34.0
2233,-8.0,-34.0
2234,-8.0,-34.0
2239,-8.0,-34.0
2245,-8.0,-34.0
2246,-8.0,-34.0
2248,-8.0,-34.0
2249,-8.0,-34.0
2251,-8.0,-34.0
2252,-8.0,-34.0
2254,-8.0,-34.0
2260,-8.0,-34.0
2268,-8.0,-34.0
2270,-8.0,-34.0
2272,-8.0,-34.0
2273,-8.0,-34.0
2275,-8.0,-34.0
2276,-8.0,-34.0
2286,-8.0,-34.0
2287,-8.0,-34.0
2288,-8.0,-34.0
2291,-8.0,-34.0
2299,-8.0,-34.0
2301,-8.0,-34.0
2302,-8.0,-34.0
2303,-8.0,-34.0
2304,-8.0,-34.0
2310,-8.0,-34.0
2312,-8.0,-34.0
2316,-8.0,-34.0
2319,-8.0,-34.0
2321,-8.0,-34.0
2328,-8.0,-34.0
2335,-8.0,-34.0
2337,-8.0,-34.0
2344,-8.0,-34.0
2348,-8.0,-34.0
2351,-8.0,-34.0
2354,-8.0,-34.0
2358,-8.0,-34.0
2362,-8.0,-34.0
2373,-8.0,-34.0
2375,-8.0,-34.0
2377,-8.0,-34.0
2388,-8.0,-34.0
2389,-8.0,-34.0
2392,-8.0,-34.0
2399,-8.0,-34.0
2404,-8.0,-34.0
2407,-8.0,-34.0
2412,-8.0,-34.0
2413,-8.0,-34.0
2417,-8.0,-34.0
2420,-8.0,-34.0
2423,-8.0,-34.0
2436,-8.0,-34.0
2439,-8.0,-34.0
2441,-8.0,-34.0
2446,-8.0,-34.0
2447,-8.0,-34.0
2453,-8.0,-34.0
2455,-8.0,-34.0
2456,-8.0,-34.0
2458,-8.0,-34.0
2464,-8.0,-34.0
2465,-8.0,-34.0
2470,-8.0,-34.0
2471,-8.0,-34.0
2473,-8.0,-34.0
2478,-8.0,-34.0
2483,-8.0,-34.0
2484,-8.0,-34.0
2485,-8.0,-34.0
2492,-8.0,-34.0
2498,-8.0,-34.0
2510,-8.0,-34.0
2513,-8.0,-34.0
2515,-8.0,-34.0
2516,-8.0,-34.0
2517,-8.0,-34.0
2519,-8.0,-34.0
2522,-8.0,-34.0
2523,-8.0,-34.0
2526,-8.0,-34.0
2531,-8.0,-34.0
2533,-8.0,-34.0
2534,-8.0,-34.0
2540,-8.0,-34.0
2542,-8.0,-34.0
2543,-8.0,-34.0
2554,-8.0,-34.0
2569,-8.0,-34.0
2571,-8.0,-34.0
2574,-8.0,-34.0
2576,-8.0,-34.0
2586,-8.0,-34.0
2588,-8.0,-34.0
2592,-8.0,-34.0
2602,-8.0,-34.0
2603,-8.0,-34.0
2605,-8.0,-34.0
2609,-8.0,-34.0
2611,-8.0,-34.0
2614,-8.0,-34.0
2615,-8.0,-34.0
2619,-8.0,-34.0
2620,-8.0,-34.0
2627,-8.0,-34.0
2628,-8.0,-34.0
2638,-8.0,-34.0
2648,-8.0,-34.0
2650,-8.0,-34.0
2651,-8.0,-34.0
2663,-8.0,-34.0
2664,-8.0,-34.0
2673,-8.0,-34.0
2678,-8.0,-34.0
2680,-8.0,-34.0
2682,-8.0,-34.0
2683,-8.0,-34.0
2684,-8.0,-34.0
2685,-8.0,-34.0
2688,-8.0,-34.0
2689,-8.0,-34.0
2691,-8.0,-34.0
2692,-8.0,-34.0
2697,-8.0,-34.0
2698,-8.0,-34.0
2701,-8.0,-34.0
2707,-8.0,-34.0
2715,-8.0,-34.0
2718,-8.0,-34.0
2724,-8.0,-34.0
2726,-8.0,-34.0
2729,-8.0,-34.0
2737,-8.0,-34.0
2742,-8.0,-34.0
2748,-8.0,-34.0
2750,-8.0,-34.0
2751,-8.0,-34.0
2753,-8.0,-34.0
2754,-8.0,-34.0
2755,-8.0,-34.0
2758,-8.0,-34.0
2759,-8.0,-34.0
2760,-8.0,-34.0
2762,-8.0,-34.0
2766,-8.0,-34.0
2769,-8.0,-34.0
2770,-8.0,-34.0
2771,-8.0,-34.0
2777,-8.0,-34.0
2794,-8.0,-34.0
2802,-8.0,-34.0
2807,-8.0,-34.0
2816,-8.0,-34.0
2818,-8.0,-34.0
2820,-8.0,-34.0
2825,-8.0,-34.0
2826,-8.0,-34.0
2833,-8.0,-34.0
2835,-8.0,-34.0
2840,-8.0,-34.0
2846,-8.0,-34.0
2848,-8.0,-34.0
2855,-8.0,-34.0
2858,-8.0,-34.0
2859,-8.0,-34.0
2862,-8.0,-34.0
2864,-8.0,-34.0
2865,-8.0,-34.0
2867,-8.0,-34.0
2868,-8.0,-34.0
2870,-8.0,-34.0
2874,-8.0,-34.0
2876,-8.0,-34.0
2880,-8.0,-34.0
2882,-8.0,-34.0
2883,-8.0,-34.0
2884,-8.0,-34.0
2885,-8.0,-34.0
2886,-8.0,-34.0
2894,-8.0,-34.0
2903,-8.0,-34.0
2905,-8.0,-34.0
2906,-8.0,-34.0
2907,-8.0,-34.0
2908,-8.0,-34.0
2910,-8.0,-34.0
2913,-8.0,-34.0
2922,-8.0,-34.0
2926,-8.0,-34.0
2927,-8.0,-34.0
2930,-8.0,-34.0
2932,-8.0,-34.0
2935,-8.0,-34.0
2943,-8.0,-34.0
2945,-8.0,-34.0
2948,-8.0,-34.0
2954,-8.0,-34.0
2955,-8.0,-34.0
2956,-8.0,-34.0
2957,-8.0,-34.0
2960,-8.0,-34.0
2963,-8.0,-34.0
2968,-8.0,-34.0
2970,-8.0,-34.0
2973,-8.0,-34.0
2982,-8.0,-34.0
2991,-8.0,-34.0
2995,-8.0,-34.0
2997,-8.0,-34.0
3000,-8.0,-34.0
3001,-8.0,-34.0
3002,-8.0,-34.0
3006,-8.0,-34.0
3007,-8.0,-34.0
3011,-8.0,-34.0
3014,-8.0,-34.0
3016,-8.0,-34.0
3017,-8.0,-34.0
3018,-8.0,-34.0
3019,-8.0,-34.0
3021,-8.0,-34.0
3023,-8.0,-34.0
3024,-8.0,-34.0
3025,-8.0,-34.0
3026,-8.0,-34.0
3027,-8.0,-34.0
3031,-8.0,-34.0
3032,-8.0,-34.0
3033,-8.0,-34.0
3035,-8.0,-34.0
3037,-8.0,-34.0
3038,-8.0,-34.0
3043,-8.0,-34.0
3044,-8.0,-34.0
3045,-8.0,-34.0
3047,-8.0,-34.0
3050,-8.0,-34.0
3053,-8.0,-34.0
3055,-8.0,-34.0
3057,-8.0,-34.0
3058,-8.0,-34.0
3059,-8.0,-34.0
3060,-8.0,-34.0
3063,-8.0,-34.0
3064,-8.0,-34.0
3065,-8.0,-34.0
3070,-8.0,-34.0
3071,-8.0,-34.0
3077,-8.0,-34.0
3078,-8.0,-34.0
3079,-8.0,-34.0
3080,-8.0,-34.0
3082,-8.0,-34.0
3085,-8.0,-34.0
3090,-8.0,-34.0
3091,-8.0,-34.0
3094,-8.0,-34.0
3095,-8.0,-34.0
3100,-8.0,-34.0
3101,-8.0,-34.0
3105,-8.0,-34.0
3107,-8.0,-34.0
3111,-8.0,-34.0
3114,-8.0,-34.0
3118,-8.0,-34.0
3122,-8.0,-34.0
3123,-8.0,-34.0
3125,-8.0,-34.0
3127,-8.0,-34.0
3128,-8.0,-34.0
3130,-8.0,-34.0
3131,-8.0,-34.0
3133,-8.0,-34.0
3142,-8.0,-34.0
3143,-8.0,-34.0
3145,-8.0,-34.0
3146,-8.0,-34.0
3149,-8.0,-34.0
3151,-8.0,-34.0
3153,-8.0,-34.0
3154,-8.0,-34.0
3165,-8.0,-34.0
3172,-8.0,-34.0
3181,-8.0,-34.0
3184,-8.0,-34.0
3185,-8.0,-34.0
3187,-8.0,-34.0
3194,-8.0,-34.0
3202,-8.0,-34.0
3204,-8.0,-34.0
3205,-8.0,-34.0
3206,-8.0,-34.0
3207,-8.0,-34.0
3208,-8.0,-34.0
3209,-8.0,-34.0
3210,-8.0,-34.0
3231,-8.0,-34.0
3233,-8.0,-34.0
3238,-8.0,-34.0
3244,-8.0,-34.0
3245,-8.0,-34.0
3251,-8.0,-34.0
3257,-8.0,-34.0
3263,-8.0,-34.0
3265,-8.0,-34.0
3269,-8.0,-34.0
3279,-8.0,-34.0
3281,-8.0,-34.0
3282,-8.0,-34.0
3283,-8.0,-34.0
3284,-8.0,-34.0
3290,-8.0,-34.0
3295,-8.0,-34.0
3297,-8.0,-34.0
3298,-8.0,-34.0
3299,-8.0,-34.0
3305,-8.0,-34.0
3307,-8.0,-34.0
3309,-8.0,-34.0
3312,-8.0,-34.0
3314,-8.0,-34.0
3316,-8.0,-34.0
3319,-8.0,-34.0
3320,-8.0,-34.0
3325,-8.0,-34.0
3328,-8.0,-34.0
3329,-8.0,-34.0
3333,-8.0,-34.0
3334,-8.0,-34.0
3337,-8.0,-34.0
3344,-8.0,-34.0
3350,-8.0,-34.0
3353,-8.0,-34.0
3355,-8.0,-34.0
3375,-8.0,-34.0
3378,-8.0,-34.0
3379,-8.0,-34.0
3381,-8.0,-34.0
3383,-8.0,-34.0
3387,-8.0,-34.0
3392,-8.0,-34.0
3393,-8.0,-34.0
3396,-8.0,-34.0
3400,-8.0,-34.0
3401,-8.0,-34.0
3405,-8.0,-34.0
3410,-8.0,-34.0
3412,-8.0,-34.0
3413,-8.0,-34.0
3418,-8.0,-34.0
3422,-8.0,-34.0
3424,-8.0,-34.0
3428,-8.0,-34.0
3433,-8.0,-34.0
3434,-8.0,-34.0
3437,-8.0,-34.0
3438,-8.0,-34.0
3443,-8.0,-34.0
3448,-8.0,-34.0
3455,-8.0,-34.0
3457,-8.0,-34.0
3458,-8.0,-34.0
3459,-8.0,-34.0
3460,-8.0,-34.0
3463,-8.0,-34.0
3464,-8.0,-34.0
3465,-8.0,-34.0
3467,-8.0,-34.0
3469,-8.0,-34.0
3470,-8.0,-34.0
3473,-8.0,-34.0
3481,-8.0,-34.0
3482,-8.0,-34.0
3495,-8.0,-34.0
3497,-8.0,-34.0
3501,-8.0,-34.0
3502,-8.0,-34.0
3509,-8.0,-34.0
3518,-8.0,-34.0
3526,-8.0,-34.0
3527,-8.0,-34.0
3528,-8.0,-34.0
3529,-8.0,-34.0
3532,-8.0,-34.0
3533,-8.0,-34.0
3534,-8.0,-34.0
3535,-8.0,-34.0
3538,-8.0,-34.0
3541,-8.0,-34.0
3542,-8.0,-34.0
3543,-8.0,-34.0
3548,-8.0,-34.0
3550,-8.0,-34.0
3555,-8.0,-34.0
3566,-8.0,-34.0
3570,-8.0,-34.0
3574,-8.0,-34.0
3577,-8.0,-34.0
3578,-8.0,-34.0
3582,-8.0,-34.0
3592,-8.0,-34.0
3593,-8.0,-34.0
3597,-8.0,-34.0
3601,-8.0,-34.0
3605,-8.0,-34.0
3608,-8.0,-34.0
3609,-8.0,-34.0
3614,-8.0,-34.0
3615,-8.0,-34.0
